"Order","Active","Text Above Question","Question Title","Activity","Type","Dropdown/Checkbox options","Show in Final Questions Section","Answer Required?"
"27","True","","Mission Time:","Mission & Medal","Dropdown","07:00-08:00,08:00-09:00,09:00-10:00,10:00-11:00,11:00-12:00,12:00-13:00,13:00-14:00,14:00-15:00,15:00-16:00,16:00-17:00,17:00-18:00,18:00-19:00,19:00-20:00,20:00-21:00,21:00-22:00","No","No"
"26","True","","Other:","Mission & Medal","Short Text","","No","No"
"25","True","<hr /><h4 style=""color:#ff6600;text-align:center;""><strong><em>MISSION 🚀</em></strong></h4><hr />","Mission Type:","Mission & Medal","Dropdown","Complete Homework,Plan ahead for a project/task,Consolidate learning,Organise notes,Research into Colleges or Apprenticeships,Research future careers,Fill out an application form, Work on my CV,Start a Revision Guide,Complete some online learning,Other (Add below)","No","No"
"24","True","<hr /><h2 style=""color:#ff6600;text-align:center;""><strong><em>DAY 4</em></strong></h2>","Select your fourth day:","Mission & Medal","Dropdown","Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","No","No"
"23","True","","Medal Time:","Mission & Medal","Dropdown","07:00-08:00,08:00-09:00,09:00-10:00,10:00-11:00,11:00-12:00,12:00-13:00,13:00-14:00,14:00-15:00,15:00-16:00,16:00-17:00,17:00-18:00,18:00-19:00,19:00-20:00,20:00-21:00,21:00-22:00","No","No"
"22","True","","Other:","Mission & Medal","Short Text","","No","No"
"21","True","<hr /><h4 style=""color:#660000;text-align:center;""><strong><em>MEDAL 🏅</em></strong></h4><hr />","Medal Type:","Mission & Medal","Dropdown","Time on games console, Netflix / TV, Social Media Time, Do something creative (music/art/design),Something nice to eat, Meet a friend,Listen to music,Other(add below)","No","No"
"20","True","","Mission Time:","Mission & Medal","Dropdown","07:00-08:00,08:00-09:00,09:00-10:00,10:00-11:00,11:00-12:00,12:00-13:00,13:00-14:00,14:00-15:00,15:00-16:00,16:00-17:00,17:00-18:00,18:00-19:00,19:00-20:00,20:00-21:00,21:00-22:00","No","No"
"19","True","","Other:","Mission & Medal","Short Text","","No","No"
"18","True","<hr /><h4 style=""color:#660000;text-align:center;""><strong><em>MISSION 🚀</em></strong></h4><hr />","Mission Type:","Mission & Medal","Dropdown","Complete Homework,Plan ahead for a project/task,Consolidate learning,Organise notes,Research into Colleges or Apprenticeships,Research future careers,Fill out an application form, Work on my CV,Start a Revision Guide,Complete some online learning,Other (Add below)","No","No"
"17","True","<hr /><h2 style=""color:#660000;text-align:center;""><strong><em>DAY 3</em></strong></h2>","Select your third day:","Mission & Medal","Dropdown","Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","No","No"
"16","True","","Medal Time:","Mission & Medal","Dropdown","07:00-08:00,08:00-09:00,09:00-10:00,10:00-11:00,11:00-12:00,12:00-13:00,13:00-14:00,14:00-15:00,15:00-16:00,16:00-17:00,17:00-18:00,18:00-19:00,19:00-20:00,20:00-21:00,21:00-22:00","No","No"
"14","True","","Other:","Mission & Medal","Short Text","","No","No"
"13","True","<hr /><h4 style=""color:#006600;text-align:center;""><strong><em>MEDAL 🏅</em></strong></h4><hr />","Medal Type:","Mission & Medal","Dropdown","Time on games console, Netflix / TV, Social Media Time, Do something creative (music/art/design),Something nice to eat, Meet a friend,Listen to music,Other(add below)","No","No"
"12","True","","Mission Time","Mission & Medal","Dropdown","07:00-08:00,08:00-09:00,09:00-10:00,10:00-11:00,11:00-12:00,12:00-13:00,13:00-14:00,14:00-15:00,15:00-16:00,16:00-17:00,17:00-18:00,18:00-19:00,19:00-20:00,20:00-21:00,21:00-22:00","No","No"
"11","True","","Other:","Mission & Medal","Short Text","","No","No"
"10","True","<hr /><h4 style=""color:#006600;text-align:center;""><strong><em>MISSION 🚀</em></strong></h4><hr />","Mission Type","Mission & Medal","Dropdown","Complete Homework,Plan ahead for a project/task,Consolidate learning,Organise notes,Research into Colleges or Apprenticeships,Research future careers,Fill out an application form, Work on my CV,Start a Revision Guide,Complete some online learning,Other (Add below)","No","No"
"9","True","<hr /><h2 style=""color:rgb(0, 102, 0);text-align:center;""><strong><em>DAY 2</em></strong></h2>","Select your second day:","Mission & Medal","Dropdown","Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","No","No"
"4","True","","Other:","Mission & Medal","Short Text","","No","No"
"3","True","<hr /><h4 style=""color:rgb(0, 0, 102);text-align:center;""><strong><em>MISSION 🚀</em></strong></h4><hr />","Mission Type","Mission & Medal","Dropdown","Complete Homework,Plan ahead for a project/task,Consolidate learning,Organise notes,Research into Colleges or Apprenticeships,Research future careers,Fill out an application form, Work on my CV,Start a Revision Guide,Complete some online learning,Other (Add below)","No","No"
"8","True","","Medal Time:","Mission & Medal","Dropdown","07:00-08:00,08:00-09:00,09:00-10:00,10:00-11:00,11:00-12:00,12:00-13:00,13:00-14:00,14:00-15:00,15:00-16:00,16:00-17:00,17:00-18:00,18:00-19:00,19:00-20:00,20:00-21:00,21:00-22:00","No","No"
"7","True","","Other:","Mission & Medal","Short Text","","No","No"
"6","True","<hr /><h4 style=""color:rgb(0, 0, 102);text-align:center;""><strong><em>MEDAL 🏅</em></strong></h4><hr />","Medal Type (1hr)","Mission & Medal","Dropdown","Time on games console, Netflix / TV, Social Media Time, Do something creative (music/art/design),Something nice to eat, Meet a friend,Listen to music,Other(add below)","No","No"
"5","True","","Mission Time:","Mission & Medal","Dropdown","07:00-08:00,08:00-09:00,09:00-10:00,10:00-11:00,11:00-12:00,12:00-13:00,13:00-14:00,14:00-15:00,15:00-16:00,16:00-17:00,17:00-18:00,18:00-19:00,19:00-20:00,20:00-21:00,21:00-22:00","No","No"
"2","True","<hr /><h5><strong><em>2 - Create your Mission and Medal Week</em></strong></h5><p><em>For five out of seven days, set yourself a 60min mission (shown in the dropdown menu) or create your own.</em>
</p><p><em>Underneath each Mission, set aside a medal to be awarded on completion of the mission. (Again use our dropdown menu or select your own). Vary your medals so you don't get bored.</em>
</p><p><em>Don't forget to assign two bonus medals, mid-week to give you a boost and also a Sunday night medal. These should be larger than the others.</em>
</p><hr /><h2 style=""color:rgb(0, 0, 102);text-align:center;""><strong><em><em>DAY 1</em></em></strong></h2>","Select your first day:","Mission & Medal","Dropdown","Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","No","No"
"1","True","<h5><strong><em>1 - Audit your current week</em></strong>
</h5><p><em>What does a typical week look like for you?</em></p><p><em>In the box below describe a normal week, what are your current commitments and when do they take place each day?</em></p>","Describe your normal week:","Mission & Medal","Paragraph Text","","No","No"
"102","True","","Final thoughts and reflections:","Mission & Medal","Paragraph Text","","Yes","No"
"101","True","<hr /><p><br /></p>","Please help us by rating this activity below:","Mission & Medal","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"100","True","<br />","“If I were the perfect student, this kind of things I might be doing at this time of year include…”","Mission & Medal","Paragraph Text","","Yes","No"
"101","True","","Please help us by rating this activity below:","Looking under Rocks","Paragraph Text","","Yes","No"
"100","True","<hr /><p><br /></p>","Please help us by rating this activity below:","Looking under Rocks","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"17","True","<hr /><p><br /></p>","!!!JACKPOT!!! Add your reward below:","Looking under Rocks","Paragraph Text","","No","No"
"16","True","","Action 4 - Completion by date","Looking under Rocks","Date","","No","No"
"15","True","<hr /><p><br /></p>","Action 4","Looking under Rocks","Paragraph Text","","No","No"
"14","True","","Action 3 - Completion by date","Looking under Rocks","Date","","No","No"
"13","True","<hr /><p><br /></p>","Action 3","Looking under Rocks","Paragraph Text","","No","No"
"12","True","","Action 2 - Completion by date","Looking under Rocks","Date","","No","No"
"11","True","<hr /><p><br /></p>","Action 2","Looking under Rocks","Paragraph Text","","No","No"
"10","True","","Action 1 - Completion by date","Looking under Rocks","Date","","No","No"
"9","True","<hr /><h5><strong><em>Action Plan</em></strong>
</h5><p>OK, you’ve looked under the rocks and admitted a few things you aren’t proud of.
</p><p>You’ve asked for extra feedback and suggestions from helpful friends. And you’ve considered our list of fourteen possible actions.
</p><p>Now, choose the four things you’re actually going to commit to do and write them below. Put a date next to each. And choose a reward for yourself – something you’re going to do to celebrate getting your improvements underway. Make it a motivating one!<span></span>
</p>","Action 1","Looking under Rocks","Paragraph Text","","No","No"
"8","True","<p><strong><em>If you have any strategies of your own, add them below:</em></strong>
</p>","Other:","Looking under Rocks","Short Text","","No","No"
"7","True","","Self Improvement - Strategy 6","Looking under Rocks","Dropdown","Calling in a favour from a friend or peer,Starting a big project you’ve been putting of for a while,Handing a piece of homework in early,Rescuing a project that’s behind schedule,Asking five questions of a teacher to clarify a problem you’ve been trying to ignore,Seeking a book/study guide recommendation,Completing a one-hour re-read and re-organise of notes on any topic,Sending five emails asking for support; help; advice or an opportunity,Seeing another pupil and asking them to talk you through a topic,Borrowing someone else’s notes,Attending a support class or revision session,Handing in a re-done piece of work,Reviewing your feedback to look for patterns,Tidying your resources and summarising a topic on one sheet of A4","No","No"
"6","True","","Self Improvement - Strategy 5","Looking under Rocks","Dropdown","Calling in a favour from a friend or peer,Starting a big project you’ve been putting of for a while,Handing a piece of homework in early,Rescuing a project that’s behind schedule,Asking five questions of a teacher to clarify a problem you’ve been trying to ignore,Seeking a book/study guide recommendation,Completing a one-hour re-read and re-organise of notes on any topic,Sending five emails asking for support; help; advice or an opportunity,Seeing another pupil and asking them to talk you through a topic,Borrowing someone else’s notes,Attending a support class or revision session,Handing in a re-done piece of work,Reviewing your feedback to look for patterns,Tidying your resources and summarising a topic on one sheet of A4","No","No"
"5","True","","Self Improvement - Strategy 4","Looking under Rocks","Dropdown","Calling in a favour from a friend or peer,Starting a big project you’ve been putting of for a while,Handing a piece of homework in early,Rescuing a project that’s behind schedule,Asking five questions of a teacher to clarify a problem you’ve been trying to ignore,Seeking a book/study guide recommendation,Completing a one-hour re-read and re-organise of notes on any topic,Sending five emails asking for support; help; advice or an opportunity,Seeing another pupil and asking them to talk you through a topic,Borrowing someone else’s notes,Attending a support class or revision session,Handing in a re-done piece of work,Reviewing your feedback to look for patterns,Tidying your resources and summarising a topic on one sheet of A4","No","No"
"4","True","","Self Improvement - Strategy 3","Looking under Rocks","Dropdown","Calling in a favour from a friend or peer,Starting a big project you’ve been putting of for a while,Handing a piece of homework in early,Rescuing a project that’s behind schedule,Asking five questions of a teacher to clarify a problem you’ve been trying to ignore,Seeking a book/study guide recommendation,Completing a one-hour re-read and re-organise of notes on any topic,Sending five emails asking for support; help; advice or an opportunity,Seeing another pupil and asking them to talk you through a topic,Borrowing someone else’s notes,Attending a support class or revision session,Handing in a re-done piece of work,Reviewing your feedback to look for patterns,Tidying your resources and summarising a topic on one sheet of A4","No","No"
